,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
243,2576,24092884000110,HELENA PINHEIRO LOPES FIGUEIREDO,,922,Rua Adolfo Simões Barbosa,,173      ,353,CAJUEIRO,BAIXADO,1989-01-01T00:00:00,1992-04-30T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4781400,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,S,N,N,N,-8.01187,-34.888121
244,2578,33599097000150,SCHEWA EDUARDA NUNES PIMENTEL,,922,Rua Adolfo Simões Barbosa,,173      ,353,CAJUEIRO,BAIXADO,2019-05-13T00:00:00,2020-05-19T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.01187,-34.888121
245,2579,35819641000157,A.C.S. CORRESPONDE BANCARIO LTDA,A.C.S. CREDITO,922,Rua Adolfo Simões Barbosa,,173      ,353,CAJUEIRO,BAIXADO,2019-12-18T00:00:00,2021-11-22T00:00:00,9,INSTITUICOES FINANCEIRAS E SECURITARIAS,6619302,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS,S,N,S,N,-8.01187,-34.888121
246,2580,09103032000197,FILLIPE THADEU BARBOSA VIEIRA DA ROCHA - ME,FILLIPE THADEU,1821,Rua Dr Alberto Wanderley,,220      ,353,CAJUEIRO,BAIXADO,2007-10-03T00:00:00,2009-09-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4751201,Comercio varejista especializado de equipamentos e suprimentos de informatica,S,N,N,N,-8.011743,-34.888266
247,2581,09103032000197,FILLIPE THADEU BARBOSA VIEIRA DA ROCHA - ME,FILLIPE THADEU,1821,Rua Dr Alberto Wanderley,,220      ,353,CAJUEIRO,BAIXADO,2007-10-03T00:00:00,2009-09-01T00:00:00,23,SERVICOS DE INFORMATICA,9511800,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,N,N,S,N,-8.011743,-34.888266
248,2582,11854510000142,OTON LUCIO DE VASCONCELOS,OTONSERVICOS COMERCIO E REPRESENTACOES,1821,Rua Dr Alberto Wanderley,,240      ,353,CAJUEIRO,BAIXADO,1986-12-01T00:00:00,2004-06-01T00:00:00,6,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",7415200,SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,S,N,S,N,-8.011577,-34.888169
249,2583,11854510000142,OTON LUCIO DE VASCONCELOS,OTONSERVICOS COMERCIO E REPRESENTACOES,1821,Rua Dr Alberto Wanderley,,240      ,353,CAJUEIRO,BAIXADO,1986-12-01T00:00:00,2004-06-01T00:00:00,24,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",4530703,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,N,N,N,N,-8.011577,-34.888169
250,2584,11854510000142,OTON LUCIO DE VASCONCELOS,OTONSERVICOS COMERCIO E REPRESENTACOES,1821,Rua Dr Alberto Wanderley,,240      ,353,CAJUEIRO,BAIXADO,1986-12-01T00:00:00,2004-06-01T00:00:00,27,COMERCIO ATACADISTA,4665600,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO COMERCIAL/ PARTES E PEÇAS,N,N,N,N,-8.011577,-34.888169
251,2585,11854510000142,OTON LUCIO DE VASCONCELOS,OTONSERVICOS COMERCIO E REPRESENTACOES,1821,Rua Dr Alberto Wanderley,,240      ,353,CAJUEIRO,BAIXADO,1986-12-01T00:00:00,2004-06-01T00:00:00,14,CONSERVAÇÃO E LIMPEZA,9521500,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,N,N,N,N,-8.011577,-34.888169
252,2588,03097134000160,CONSTRUTORA S P LTDA,,65595,Rua Tenente Wanderley,,374      ,353,CAJUEIRO,BAIXADO,1999-04-01T00:00:00,2004-01-01T00:00:00,1,CONSTRUCAO CIVIL,4120400,CONSTRUÇÃO DE EDIFÍCIOS,S,N,S,N,-8.01132,-34.887977
253,2601,10977451000137,E M DA SILVA REFRIGERACAO,REALCE CLIMA,4847,Rua André Bezerra,,337      ,353,CAJUEIRO,BAIXADO,2009-07-22T00:00:00,2009-11-01T00:00:00,24,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",4753900,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,S,N,N,N,-8.011618,-34.886284
254,2602,10977451000137,E M DA SILVA REFRIGERACAO,REALCE CLIMA,4847,Rua André Bezerra,,337      ,353,CAJUEIRO,BAIXADO,2009-07-22T00:00:00,2009-11-01T00:00:00,14,CONSERVAÇÃO E LIMPEZA,9521500,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,N,N,S,N,-8.011618,-34.886284
255,2609,17033600000159,E  C  DE S  A  ROCHA LOCACOES E RECEPTIVOS  ME,DI ACACIA LOCACOES E RECEPTIVOS,4847,Rua André Bezerra,,507      ,353,CAJUEIRO,BAIXADO,2012-10-19T00:00:00,2012-07-01T00:00:00,4,TRANSPORTE E COMUNICACAO,4923002,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,N,N,N,N,-8.012311,-34.887471
256,2610,17033600000159,E  C  DE S  A  ROCHA LOCACOES E RECEPTIVOS  ME,DI ACACIA LOCACOES E RECEPTIVOS,4847,Rua André Bezerra,,507      ,353,CAJUEIRO,BAIXADO,2012-10-19T00:00:00,2012-07-01T00:00:00,15,GUARDA E LOCACAO DE BENS MOVEIS,7711000,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,N,N,N,N,-8.012311,-34.887471
257,2611,17033600000159,E  C  DE S  A  ROCHA LOCACOES E RECEPTIVOS  ME,DI ACACIA LOCACOES E RECEPTIVOS,4847,Rua André Bezerra,,507      ,353,CAJUEIRO,BAIXADO,2012-10-19T00:00:00,2012-07-01T00:00:00,12,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",7912100,OPERADORES TURÍSTICOS,S,N,N,N,-8.012311,-34.887471
258,2612,17033600000159,E  C  DE S  A  ROCHA LOCACOES E RECEPTIVOS  ME,DI ACACIA LOCACOES E RECEPTIVOS,4847,Rua André Bezerra,,507      ,353,CAJUEIRO,BAIXADO,2012-10-19T00:00:00,2012-07-01T00:00:00,12,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",7990200,SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO N/ ESPECIFICAD ANTERIORMENTE,N,N,S,N,-8.012311,-34.887471
259,2626,35390038000100,LOCADORA NORTE E SUL LTDA ME,,18139,Rua Couto Soares,,203      ,353,CAJUEIRO,BAIXADO,1990-08-01T00:00:00,2021-07-06T00:00:00,16,DIVERSOES PUBLICAS,9329803,"EXPLORAÇÃO DE JOGOS DE SINUCA, BILHAR E SIMILARES",S,N,S,S,-8.013782,-34.886842
260,2639,09437013000105,SEVERINO BERNARDO DA SILVA,,56723,Rua Raul Cesário de Melo,,32       ,353,CAJUEIRO,BAIXADO,1985-12-01T00:00:00,1995-07-01T00:00:00,18,FORNECIMENTO DE MAO-DE-OBRA,7810800,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,S,N,S,N,-8.012093,-34.888978
261,2659,42961223000165,NICODEMOS JOSE DA SILVA,M. N. DA SILVA,46701,Avenida Nova do Fundão,,53       ,353,CAJUEIRO,BAIXADO,2021-08-02T00:00:00,2022-08-16T00:00:00,27,COMERCIO ATACADISTA,4649410,"COM ATAC DE JÓIAS, RELÓG E BIJUT, INC PEDRAS PRECIOSAS E SEMIPRECIOSAS LAPIDADAS",N,N,N,N,-8.013759,-34.888839
262,2660,42961223000165,NICODEMOS JOSE DA SILVA,M. N. DA SILVA,46701,Avenida Nova do Fundão,,53       ,353,CAJUEIRO,BAIXADO,2021-08-02T00:00:00,2022-08-16T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4772500,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",S,S,N,N,-8.013759,-34.888839
263,2661,42961223000165,NICODEMOS JOSE DA SILVA,M. N. DA SILVA,46701,Avenida Nova do Fundão,,53       ,353,CAJUEIRO,BAIXADO,2021-08-02T00:00:00,2022-08-16T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4781400,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,N,N,N,N,-8.013759,-34.888839
264,2662,42961223000165,NICODEMOS JOSE DA SILVA,M. N. DA SILVA,46701,Avenida Nova do Fundão,,53       ,353,CAJUEIRO,BAIXADO,2021-08-02T00:00:00,2022-08-16T00:00:00,3,TECNICO-CIENTIFICO,7319003,MARKETING DIRETO,N,N,S,N,-8.013759,-34.888839
265,2663,42961223000165,NICODEMOS JOSE DA SILVA,M. N. DA SILVA,46701,Avenida Nova do Fundão,,53       ,353,CAJUEIRO,BAIXADO,2021-08-02T00:00:00,2022-08-16T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4789004,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,N,N,N,S,-8.013759,-34.888839
266,2664,04588532000223,CBS AUTOPECAS E SERVICOS LTDA ME,,10529,Avenida Beberibe,,2868     ,353,CAJUEIRO,BAIXADO,2003-08-01T00:00:00,2005-07-01T00:00:00,14,CONSERVAÇÃO E LIMPEZA,4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,S,N,S,S,-8.013851,-34.88915
267,2675,08793234000145,HOSANA LINS LEAO,H LINS,10529,Avenida Beberibe,,2920     ,353,CAJUEIRO,BAIXADO,1984-01-01T00:00:00,1994-03-31T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4744005,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,S,N,N,N,-8.013233,-34.889184
268,2676,08974347000147,GILBERTO LINS SOUZA LEAO,EMPORIO,10529,Avenida Beberibe,,2920     ,353,CAJUEIRO,BAIXADO,1992-07-01T00:00:00,1993-12-31T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,-8.013233,-34.889184
269,2686,09792136000156,MARINA VALENCA NASCIMENTO,,4847,Rua André Bezerra,,650      ,353,CAJUEIRO,BAIXADO,1974-03-01T00:00:00,2004-02-28T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,-8.013831,-34.887643
270,3411,11284106000261,MADEC LTDA,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,1993-10-01T00:00:00,1998-01-31T00:00:00,15,GUARDA E LOCACAO DE BENS MOVEIS,6312603,DEPOSITO DE MERCADORIAS PROPRIAS,S,N,S,N,-8.011069,-34.933497
271,3415,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,28,INDUSTRIA GERAL,1031700,FABRICAÇÃO DE CONSERVAS DE FRUTAS,N,N,N,S,-8.011069,-34.933497
272,3416,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,28,INDUSTRIA GERAL,1033301,"FABRICAÇÃO DE SUCOS CONCENTRADOS DE FRUTAS, HORTALIÇAS E LEGUMES",N,N,N,S,-8.011069,-34.933497
273,3417,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,29,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,1033302,"FABRICAÇÃO DE SUCOS DE FRUTAS, HORTALIÇAS E LEGUMES, EXCETO CONCENTRADOS",N,N,N,S,-8.011069,-34.933497
274,3418,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,28,INDUSTRIA GERAL,1069400,MOAGEM E FABRICAÇÃO DE PRODUTOS DE ORIGEM VEGETAL NÃO ESPECIFICADOS ANTERIORMENTE,N,N,N,S,-8.011069,-34.933497
275,3419,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,28,INDUSTRIA GERAL,1053800,FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS,S,N,N,S,-8.011069,-34.933497
276,3420,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,28,INDUSTRIA GERAL,1122403,"FABRICAÇÃO DE REFRESCOS, XAROPES E PÓS PARA REFRESCOS, EXC REFRESCOS DE FRUTAS",N,N,N,S,-8.011069,-34.933497
277,3421,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,28,INDUSTRIA GERAL,1122499,Fabricação de outras bebidas nao alcoolicas nao especificadas anteriormente,N,N,N,S,-8.011069,-34.933497
278,3422,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,27,COMERCIO ATACADISTA,4631100,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,N,N,N,N,-8.011069,-34.933497
279,3423,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,27,COMERCIO ATACADISTA,4634603,COMÉRCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR,N,N,N,N,-8.011069,-34.933497
280,3424,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,27,COMERCIO ATACADISTA,4637199,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT ALIMENT N/ ESP ANTERIORMENTE,N,N,N,N,-8.011069,-34.933497
281,3425,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4729699,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,N,N,N,N,-8.011069,-34.933497
282,3426,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,5611203,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",N,N,N,N,-8.011069,-34.933497
283,3427,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,22,OUTROS SERVICOS,5620101,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,N,S,N,N,-8.011069,-34.933497
284,3428,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,22,OUTROS SERVICOS,5620102,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,N,N,S,S,-8.011069,-34.933497
285,3429,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,5620103,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS,N,N,N,N,-8.011069,-34.933497
286,3430,23482047000134,ULTRA PRODUTOS NATURAIS COMERCIO E DISTRIBUICAO LTDA EP,,94285,Rua Flávio Guerra,,111      ,582,MACAXEIRA,BAIXADO,2015-10-16T00:00:00,2021-10-26T00:00:00,22,OUTROS SERVICOS,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,N,N,N,N,-8.011069,-34.933497
287,3433,78663788000375,TRANSPORTE MANN LTDA,,94285,Rua Flávio Guerra,0000,81       ,582,MACAXEIRA,BAIXADO,1999-09-01T00:00:00,2010-01-01T00:00:00,4,TRANSPORTE E COMUNICACAO,4930201,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",S,N,S,S,-8.011274,-34.933518
288,3465,04752611000228,MASSA PAULISTA INDUSTRIA E COMERCIO LTDA EPP,MASSA PAULISTA INDUSTRIA E COMERCIO LTDA EPP,46540,Avenida Norte Miguel Arraes de Alencar,0000,8046     ,582,MACAXEIRA,BAIXADO,2012-04-23T00:00:00,2014-01-18T00:00:00,28,INDUSTRIA GERAL,1094500,FABRICAÇÃO DE MASSAS ALIMENTÍCIAS,S,N,N,S,-8.011694,-34.933495
289,3466,04752611000228,MASSA PAULISTA INDUSTRIA E COMERCIO LTDA EPP,MASSA PAULISTA INDUSTRIA E COMERCIO LTDA EPP,46540,Avenida Norte Miguel Arraes de Alencar,0000,8046     ,582,MACAXEIRA,BAIXADO,2012-04-23T00:00:00,2014-01-18T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4729699,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,N,S,N,N,-8.011694,-34.933495
290,3470,17864936000163,BRUNA RAFAELLE BARBOSA DA SILVA ME,,46540,Avenida Norte Miguel Arraes de Alencar,0000,8046     ,582,MACAXEIRA,BAIXADO,2013-04-03T00:00:00,2021-02-16T00:00:00,27,COMERCIO ATACADISTA,4633802,COMÉRCIO ATACADISTA DE AVES VIVAS E OVOS,N,S,N,S,-8.011694,-34.933495
291,3471,17864936000163,BRUNA RAFAELLE BARBOSA DA SILVA ME,,46540,Avenida Norte Miguel Arraes de Alencar,0000,8046     ,582,MACAXEIRA,BAIXADO,2013-04-03T00:00:00,2021-02-16T00:00:00,27,COMERCIO ATACADISTA,4639701,COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL,S,N,N,N,-8.011694,-34.933495
292,3472,17864936000163,BRUNA RAFAELLE BARBOSA DA SILVA ME,,46540,Avenida Norte Miguel Arraes de Alencar,0000,8046     ,582,MACAXEIRA,BAIXADO,2013-04-03T00:00:00,2021-02-16T00:00:00,27,COMERCIO ATACADISTA,4647801,COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,N,N,N,N,-8.011694,-34.933495
293,3483,10754630000105,MARCOS ANTONIO FERREIRA DA COSTA ME,M F TRANSPORTES,46540,Avenida Norte Miguel Arraes de Alencar,0000,8046     ,582,MACAXEIRA,BAIXADO,2015-04-08T00:00:00,2016-07-01T00:00:00,4,TRANSPORTE E COMUNICACAO,4930202,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",S,S,N,S,-8.011694,-34.933495
294,4502,10879534000193,REGINA BELTRAO FERREIRA,,62405,Rua Uriel de Holanda,,605      ,388,LINHA DO TIRO,BAIXADO,1979-10-01T00:00:00,1992-01-31T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,-8.00674,-34.901777
295,4804,35538065000170,F L S DE MIRANDA ALIMENTOS ME,PANMILA,10529,Avenida Beberibe,,4011     ,370,BEBERIBE,BAIXADO,1996-07-01T00:00:00,2011-01-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4712100,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",S,S,N,N,-8.005486,-34.8934
296,4840,10603025000133,PAULINO VIEIRA DOS SANTOS,PAULINO VIEIRA DOS SANTOS,5177,Avenida Aníbal Benévolo,0558A,558      ,370,BEBERIBE,BAIXADO,1970-01-01T00:00:00,1993-01-31T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4731800,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,S,N,N,S,-8.007567,-34.89492
297,4846,24551723000147,ELZA CAMPOS MONTENEGRO,,5177,Avenida Aníbal Benévolo,,556      ,370,BEBERIBE,BAIXADO,1979-10-01T00:00:00,1993-01-31T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,5611203,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",S,S,N,N,-8.007746,-34.895042
298,4986,10724135000153,FRANCISCO D. DA NOBREGA - ME,PADARIA ALTO DO CEU,54100,Ladeira do Sapoti,,226      ,361,PORTO DA MADEIRA,BAIXADO,2009-04-20T00:00:00,2022-08-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4721102,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,S,S,N,N,-8.008698,-34.893354
299,4987,10724135000153,FRANCISCO D. DA NOBREGA - ME,PADARIA ALTO DO CEU,54100,Ladeira do Sapoti,,226      ,361,PORTO DA MADEIRA,BAIXADO,2009-04-20T00:00:00,2022-08-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,5611203,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",N,N,N,N,-8.008698,-34.893354
300,5026,11670999000100,POUSADA GERIATRICA JOAO DE DEUS LTDA,,10529,Avenida Beberibe,,3631     ,361,PORTO DA MADEIRA,BAIXADO,1980-12-01T00:00:00,2003-08-01T00:00:00,7,SAUDE,8711502,INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS,S,S,S,N,-8.007545,-34.891086
301,5027,03882129000169,CLIFIR  CLINICA DO FIGADO E RINS LTDA,,10529,Avenida Beberibe,,3631     ,361,PORTO DA MADEIRA,BAIXADO,2000-06-19T00:00:00,2014-07-01T00:00:00,7,SAUDE,8711504,CENTROS DE APOIO A PACIENTES COM CÂNCER E COM AIDS,N,N,N,N,-8.007545,-34.891086
302,5028,03882129000169,CLIFIR  CLINICA DO FIGADO E RINS LTDA,,10529,Avenida Beberibe,,3631     ,361,PORTO DA MADEIRA,BAIXADO,2000-06-19T00:00:00,2014-07-01T00:00:00,7,SAUDE,8630501,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE PROCEDIMENTOS CIRÚRGICOS,N,N,N,N,-8.007545,-34.891086
303,5029,03882129000169,CLIFIR  CLINICA DO FIGADO E RINS LTDA,,10529,Avenida Beberibe,,3631     ,361,PORTO DA MADEIRA,BAIXADO,2000-06-19T00:00:00,2014-07-01T00:00:00,7,SAUDE,8630503,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,S,S,S,N,-8.007545,-34.891086
304,5035,08102253000340,DICOPEL DISTRIBUIDORA DE COSMETICOS E PERFUMARIAS LTDA,,10529,Avenida Beberibe,0103,3607     ,361,PORTO DA MADEIRA,BAIXADO,1992-04-01T00:00:00,1996-01-01T00:00:00,27,COMERCIO ATACADISTA,4646001,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,S,S,N,N,-8.007603,-34.890702
305,5037,12986223000159,LWB SERVICOS LTDA,LOBAQUI LTDA - ME,10197,Rua Conselheiro Barros Barreto,,114      ,361,PORTO DA MADEIRA,BAIXADO,2010-11-29T00:00:00,2012-01-01T00:00:00,26,OUTRAS ATIVIDADES VAREJISTAS,4781400,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,N,N,N,N,-8.007884,-34.891164
306,5038,12986223000159,LWB SERVICOS LTDA,LOBAQUI LTDA - ME,10197,Rua Conselheiro Barros Barreto,,114      ,361,PORTO DA MADEIRA,BAIXADO,2010-11-29T00:00:00,2012-01-01T00:00:00,15,GUARDA E LOCACAO DE BENS MOVEIS,7739003,"ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPOR, EXC ANDAIMES",S,N,S,S,-8.007884,-34.891164
307,5039,44709480000130,CESAR JACOME PHILIPPINI 08414604420,CESAR J P,10197,Rua Conselheiro Barros Barreto,,130      ,361,PORTO DA MADEIRA,BAIXADO,2022-01-01T00:00:00,2022-06-28T00:00:00,11,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1821100,SERVIÇOS DE PRÉ-IMPRESSÃO,N,N,S,N,-8.008,-34.8913
308,5040,44709480000130,CESAR JACOME PHILIPPINI 08414604420,CESAR J P,10197,Rua Conselheiro Barros Barreto,,130      ,361,PORTO DA MADEIRA,BAIXADO,2022-01-01T00:00:00,2022-06-28T00:00:00,11,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",5811500,EDIÇÃO DE LIVROS,S,N,N,S,-8.008,-34.8913
309,5041,44709480000130,CESAR JACOME PHILIPPINI 08414604420,CESAR J P,10197,Rua Conselheiro Barros Barreto,,130      ,361,PORTO DA MADEIRA,BAIXADO,2022-01-01T00:00:00,2022-06-28T00:00:00,11,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",5813100,EDIÇÃO DE REVISTAS,N,N,N,N,-8.008,-34.8913
